#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
GCA_008980735.1.fna	BKFZ01000001.1	103386	103922	+	(pilI)	1-537/537	========/======	2/2	99.81	80.11	VFG050653(gb|WP_000729762.1)	chemotaxis	protein CheW [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii AB0057]	
GCA_008980735.1.fna	BKFZ01000003.1	8690	10041	-	(M3Q_RS01530)	13-1364/1371	========/======	2/2	98.54	81.67	VFG038167(gb|WP_000209958)	phosphomannomutase/phosphoglucomutase	[Capsule (VF0465)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii TYTH-1]	
GCA_008980735.1.fna	BKFZ01000009.1	50417	51482	+	(pilT)	3-1068/1068	========/======	2/2	99.72	84.25	VFG050395(gb|YP_005797773.1)	type	IV pilus twitching motility protein PilT [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii TCDC-AB0715]	
GCA_008980735.1.fna	BKFZ01000013.1	36568	37470	+	(lpxC)	1-903/903	========/======	2/2	99.89	80.09	VFG037826(gb|WP_000240700)	UDP-3-O-acyl-N-acetylglucosamine	deacetylase [LPS (VF0466)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii BJAB0715]	
GCA_008980735.1.fna	BKFZ01000024.1	4610	7936	-	(vgrG/tssI)	1-3327/3327	===============	0/0	100.00	86.26	VFG050929(gb|WP_000898324.1)	type	VI secretion system tip protein VgrG [T6SS (VF1337)_Effector delivery system (VFC0086)]~~~[Acinetobacter baumannii MDR-TJ]	
GCA_008980735.1.fna	BKFZ01000030.1	3426	4135	-	(bfmR)	1-710/717	===============	0/0	99.02	85.35	VFG038223(gb|WP_000076440)	biofilm-controlling	response regulator [BfmRS (VF0463)_Regulation (VFC0301)]~~~[Acinetobacter baumannii BJAB0715]	
GCA_008981205.1.fna	BKGM01000080.1	6461	7812	-	(ABBFA_RS17100)	13-1364/1371	===============	0/0	98.61	81.14	VFG037851(gb|WP_000209932)	phosphomannomutase/phosphoglucomutase	[Capsule (VF0465)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii AB307-0294]	
GCA_008981205.1.fna	BKGM01000083.1	13335	14392	-	(ompA)	1-1046/1071	========/======	6/30	96.83	85.10	VFG038176(gb|WP_000777882)	outer	membrane protein OmpA [OmpA (VF0464)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii ACICU]	
GCA_008981205.1.fna	BKGM01000085.1	10387	10770	-	(pilG)	1-384/384	===============	0/0	100.00	82.55	VFG050623(gb|WP_000389061.1)	twitching	motility response regulator PilG [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii AB0057]	
GCA_008981205.1.fna	BKGM01000109.1	4243	5308	-	(pilT)	3-1068/1068	========/======	2/2	99.72	83.97	VFG050395(gb|YP_005797773.1)	type	IV pilus twitching motility protein PilT [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii TCDC-AB0715]	
GCA_008981205.1.fna	BKGM01000111.1	7136	7845	+	(bfmR)	1-710/717	===============	0/0	99.02	85.78	VFG038223(gb|WP_000076440)	biofilm-controlling	response regulator [BfmRS (VF0463)_Regulation (VFC0301)]~~~[Acinetobacter baumannii BJAB0715]	
GCA_008981685.1.fna	BKGW01000011.1	2251	3284	+	(ompA)	1-1037/1062	========/======	4/15	96.80	88.02	VFG038174(gb|WP_000777885)	outer	membrane protein OmpA [OmpA (VF0464)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii AB0057]	
GCA_008981685.1.fna	BKGW01000011.1	22473	22856	+	(pilG)	1-384/384	===============	0/0	100.00	82.81	VFG050623(gb|WP_000389061.1)	twitching	motility response regulator PilG [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii AB0057]	
GCA_008981685.1.fna	BKGW01000011.1	23278	23814	+	(pilI)	1-537/537	========/======	2/2	99.81	80.11	VFG050653(gb|WP_000729762.1)	chemotaxis	protein CheW [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii AB0057]	
GCA_008981685.1.fna	BKGW01000014.1	20447	21156	-	(bfmR)	1-710/717	===============	0/0	99.02	85.78	VFG038223(gb|WP_000076440)	biofilm-controlling	response regulator [BfmRS (VF0463)_Regulation (VFC0301)]~~~[Acinetobacter baumannii BJAB0715]	
GCA_008981685.1.fna	BKGW01000016.1	6678	7580	-	(lpxC)	1-903/903	========/======	2/2	99.89	80.20	VFG037826(gb|WP_000240700)	UDP-3-O-acyl-N-acetylglucosamine	deacetylase [LPS (VF0466)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii BJAB0715]	
GCA_008981685.1.fna	BKGW01000022.1	28565	29630	-	(pilT)	3-1068/1068	========/======	2/2	99.72	84.07	VFG050395(gb|YP_005797773.1)	type	IV pilus twitching motility protein PilT [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii TCDC-AB0715]	
GCA_008981685.1.fna	BKGW01000063.1	15425	18751	+	(vgrG/tssI)	1-3327/3327	===============	0/0	100.00	86.72	VFG050929(gb|WP_000898324.1)	type	VI secretion system tip protein VgrG [T6SS (VF1337)_Effector delivery system (VFC0086)]~~~[Acinetobacter baumannii MDR-TJ]	
GCA_008983685.1.fna	BKIE01000018.1	8955	9664	+	(bfmR)	1-710/717	===============	0/0	99.02	85.07	VFG038223(gb|WP_000076440)	biofilm-controlling	response regulator [BfmRS (VF0463)_Regulation (VFC0301)]~~~[Acinetobacter baumannii BJAB0715]	
GCA_008983685.1.fna	BKIE01000027.1	5908	6973	+	(pilT)	3-1068/1068	========/======	2/2	99.72	84.07	VFG050395(gb|YP_005797773.1)	type	IV pilus twitching motility protein PilT [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii TCDC-AB0715]	
GCA_008983685.1.fna	BKIE01000035.1	20423	21456	+	(ompA)	1-1037/1062	========/======	4/15	96.80	88.02	VFG038174(gb|WP_000777885)	outer	membrane protein OmpA [OmpA (VF0464)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii AB0057]	
GCA_008983685.1.fna	BKIE01000036.1	27125	27661	-	(pilI)	1-537/537	========/======	2/2	99.81	80.30	VFG050653(gb|WP_000729762.1)	chemotaxis	protein CheW [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii AB0057]	
GCA_008983685.1.fna	BKIE01000036.1	28083	28466	-	(pilG)	1-384/384	===============	0/0	100.00	82.81	VFG050623(gb|WP_000389061.1)	twitching	motility response regulator PilG [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii AB0057]	
GCA_008983685.1.fna	BKIE01000102.1	398	3457	-	(vgrG/tssI)	1-3060/3327	==============.	0/0	91.97	83.01	VFG050929(gb|WP_000898324.1)	type	VI secretion system tip protein VgrG [T6SS (VF1337)_Effector delivery system (VFC0086)]~~~[Acinetobacter baumannii MDR-TJ]	
GCA_008983685.1.fna	BKIE01000105.1	6714	8065	-	(ABBFA_RS17100)	13-1364/1371	===============	0/0	98.61	81.29	VFG037851(gb|WP_000209932)	phosphomannomutase/phosphoglucomutase	[Capsule (VF0465)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii AB307-0294]	
GCA_008983685.1.fna	BKIE01000152.1	3334	4200	+	(rfbA)	7-873/873	===============	0/0	99.31	89.85	VFG037938(gb|WP_000104825)	glucose-1-phosphate	thymidylyltransferase RfbA [Capsule (VF0465)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii TYTH-1]	
GCA_008983685.1.fna	BKIE01000152.1	4203	4601	+	(M3Q_RS01450)	1-399/399	===============	0/0	100.00	99.25	VFG037953(gb|WP_000052392)	FdtA/QdtA	family cupin domain-containing protein [Capsule (VF0465)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii TYTH-1]	
GCA_008983685.1.fna	BKIE01000152.1	4601	5077	+	(M3Q_RS01455)	1-477/543	==============.	0/0	87.85	98.53	VFG037968(gb|WP_000247059)	GNAT	family N-acetyltransferase [Capsule (VF0465)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii TYTH-1]	
GCA_008983685.1.fna	BKIE01000203.1	33	440	+	(M3Q_RS01460)	1-408/408	===============	0/0	100.00	99.27	VFG037983(gb|WP_000924631)	MaoC	family dehydratase [Capsule (VF0465)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii TYTH-1]	
GCA_008983685.1.fna	BKIE01000203.1	451	1566	+	(M3Q_RS01465)	1-1116/1116	===============	0/0	100.00	97.76	VFG037998(gb|WP_000612008)	DegT/DnrJ/EryC1/StrS	family aminotransferase [Capsule (VF0465)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii TYTH-1]	
GCA_008984045.1.fna	BKIK01000004.1	62512	63863	-	(ABBFA_RS17100)	13-1364/1371	===============	0/0	98.61	81.36	VFG037851(gb|WP_000209932)	phosphomannomutase/phosphoglucomutase	[Capsule (VF0465)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii AB307-0294]	
GCA_008984045.1.fna	BKIK01000007.1	24575	25608	+	(ompA)	1-1037/1062	========/======	4/15	96.80	88.11	VFG038174(gb|WP_000777885)	outer	membrane protein OmpA [OmpA (VF0464)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii AB0057]	
GCA_008984045.1.fna	BKIK01000007.1	44811	45194	+	(pilG)	1-384/384	===============	0/0	100.00	82.81	VFG050623(gb|WP_000389061.1)	twitching	motility response regulator PilG [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii AB0057]	
GCA_008984045.1.fna	BKIK01000007.1	45616	46152	+	(pilI)	1-537/537	========/======	2/2	99.81	80.30	VFG050653(gb|WP_000729762.1)	chemotaxis	protein CheW [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii AB0057]	
GCA_008984045.1.fna	BKIK01000012.1	20447	21156	-	(bfmR)	1-710/717	===============	0/0	99.02	85.78	VFG038223(gb|WP_000076440)	biofilm-controlling	response regulator [BfmRS (VF0463)_Regulation (VFC0301)]~~~[Acinetobacter baumannii BJAB0715]	
GCA_008984045.1.fna	BKIK01000027.1	2666	5992	-	(vgrG/tssI)	1-3327/3327	===============	0/0	100.00	86.72	VFG050929(gb|WP_000898324.1)	type	VI secretion system tip protein VgrG [T6SS (VF1337)_Effector delivery system (VFC0086)]~~~[Acinetobacter baumannii MDR-TJ]	
GCA_008984045.1.fna	BKIK01000029.1	7229	8294	+	(pilT)	3-1068/1068	========/======	2/2	99.72	84.07	VFG050395(gb|YP_005797773.1)	type	IV pilus twitching motility protein PilT [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii TCDC-AB0715]	
GCA_008984045.1.fna	BKIK01000047.1	6718	7620	-	(lpxC)	1-903/903	========/======	2/2	99.89	80.20	VFG037826(gb|WP_000240700)	UDP-3-O-acyl-N-acetylglucosamine	deacetylase [LPS (VF0466)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii BJAB0715]	
GCA_008988725.1.fna	BKLE01000003.1	16552	19556	+	(vgrG/tssI)	1-3005/3282	========/=====.	2/2	91.53	85.03	VFG050912(gb|WP_000898330.1)	type	VI secretion system tip protein VgrG [T6SS (VF1337)_Effector delivery system (VFC0086)]~~~[Acinetobacter baumannii ACICU]	
GCA_008988725.1.fna	BKLE01000005.1	55068	55604	-	(pilI)	1-537/537	========/======	2/2	99.81	80.30	VFG050653(gb|WP_000729762.1)	chemotaxis	protein CheW [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii AB0057]	
GCA_008988725.1.fna	BKLE01000005.1	56026	56409	-	(pilG)	1-384/384	===============	0/0	100.00	82.81	VFG050623(gb|WP_000389061.1)	twitching	motility response regulator PilG [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii AB0057]	
GCA_008988725.1.fna	BKLE01000005.1	75598	76631	-	(ompA)	1-1037/1062	========/======	4/15	96.80	88.02	VFG038174(gb|WP_000777885)	outer	membrane protein OmpA [OmpA (VF0464)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii AB0057]	
GCA_008988725.1.fna	BKLE01000013.1	8137	9494	-	(ABBFA_RS17100)	13-1370/1371	===============	0/0	99.05	81.30	VFG037851(gb|WP_000209932)	phosphomannomutase/phosphoglucomutase	[Capsule (VF0465)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii AB307-0294]	
GCA_008988725.1.fna	BKLE01000017.1	21201	22266	+	(pilT)	3-1068/1068	========/======	2/2	99.72	83.97	VFG050395(gb|YP_005797773.1)	type	IV pilus twitching motility protein PilT [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii TCDC-AB0715]	
GCA_008988725.1.fna	BKLE01000023.1	11547	12256	+	(bfmR)	1-710/717	===============	0/0	99.02	85.63	VFG038223(gb|WP_000076440)	biofilm-controlling	response regulator [BfmRS (VF0463)_Regulation (VFC0301)]~~~[Acinetobacter baumannii BJAB0715]	
GCA_008988745.1.fna	BKLF01000002.1	55021	55557	-	(pilI)	1-537/537	========/======	2/2	99.81	80.30	VFG050653(gb|WP_000729762.1)	chemotaxis	protein CheW [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii AB0057]	
GCA_008988745.1.fna	BKLF01000002.1	55979	56362	-	(pilG)	1-384/384	===============	0/0	100.00	82.81	VFG050623(gb|WP_000389061.1)	twitching	motility response regulator PilG [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii AB0057]	
GCA_008988745.1.fna	BKLF01000002.1	75551	76584	-	(ompA)	1-1037/1062	========/======	4/15	96.80	88.02	VFG038174(gb|WP_000777885)	outer	membrane protein OmpA [OmpA (VF0464)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii AB0057]	
GCA_008988745.1.fna	BKLF01000006.1	55089	55798	-	(bfmR)	1-710/717	===============	0/0	99.02	85.63	VFG038223(gb|WP_000076440)	biofilm-controlling	response regulator [BfmRS (VF0463)_Regulation (VFC0301)]~~~[Acinetobacter baumannii BJAB0715]	
GCA_008988745.1.fna	BKLF01000010.1	46660	48017	+	(ABBFA_RS17100)	13-1370/1371	===============	0/0	99.05	81.30	VFG037851(gb|WP_000209932)	phosphomannomutase/phosphoglucomutase	[Capsule (VF0465)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii AB307-0294]	
GCA_008988745.1.fna	BKLF01000012.1	21204	22269	+	(pilT)	3-1068/1068	========/======	2/2	99.72	83.97	VFG050395(gb|YP_005797773.1)	type	IV pilus twitching motility protein PilT [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii TCDC-AB0715]	
GCA_008988745.1.fna	BKLF01000040.1	8876	11880	-	(vgrG/tssI)	1-3005/3282	========/=====.	2/2	91.53	85.03	VFG050912(gb|WP_000898330.1)	type	VI secretion system tip protein VgrG [T6SS (VF1337)_Effector delivery system (VFC0086)]~~~[Acinetobacter baumannii ACICU]	
GCA_008993675.1.fna	BKNJ01000004.1	60334	61043	+	(bfmR)	1-710/717	===============	0/0	99.02	85.63	VFG038223(gb|WP_000076440)	biofilm-controlling	response regulator [BfmRS (VF0463)_Regulation (VFC0301)]~~~[Acinetobacter baumannii BJAB0715]	
GCA_008993675.1.fna	BKNJ01000008.1	1925	4984	-	(vgrG/tssI)	1-3060/3327	==============.	0/0	91.97	82.94	VFG050929(gb|WP_000898324.1)	type	VI secretion system tip protein VgrG [T6SS (VF1337)_Effector delivery system (VFC0086)]~~~[Acinetobacter baumannii MDR-TJ]	
GCA_008993675.1.fna	BKNJ01000025.1	14821	15854	-	(ompA)	1-1037/1062	========/======	4/15	96.80	88.02	VFG038174(gb|WP_000777885)	outer	membrane protein OmpA [OmpA (VF0464)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii AB0057]	
GCA_008993675.1.fna	BKNJ01000039.1	21851	22387	-	(pilI)	1-537/537	========/======	2/2	99.81	80.30	VFG050653(gb|WP_000729762.1)	chemotaxis	protein CheW [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii AB0057]	
GCA_008993675.1.fna	BKNJ01000039.1	22809	23192	-	(pilG)	1-384/384	===============	0/0	100.00	82.81	VFG050623(gb|WP_000389061.1)	twitching	motility response regulator PilG [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii AB0057]	
GCA_008993675.1.fna	BKNJ01000066.1	8137	9488	-	(ABBFA_RS17100)	13-1364/1371	===============	0/0	98.61	80.92	VFG037851(gb|WP_000209932)	phosphomannomutase/phosphoglucomutase	[Capsule (VF0465)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii AB307-0294]	
GCA_008993675.1.fna	BKNJ01000082.1	6098	7163	+	(pilT)	3-1068/1068	========/======	2/2	99.72	83.97	VFG050395(gb|YP_005797773.1)	type	IV pilus twitching motility protein PilT [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii TCDC-AB0715]	
GCA_008996015.1.fna	BKOU01000005.1	45360	46711	+	(ABBFA_RS17100)	13-1364/1371	===============	0/0	98.61	81.81	VFG037851(gb|WP_000209932)	phosphomannomutase/phosphoglucomutase	[Capsule (VF0465)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii AB307-0294]	
GCA_008996015.1.fna	BKOU01000005.1	56309	57556	-	(M3Q_RS01470)	1-1248/1257	========/======	5/10	98.89	82.52	VFG038013(gb|WP_001050695)	O-antigen	translocase [Capsule (VF0465)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii TYTH-1]	
GCA_008996015.1.fna	BKOU01000005.1	57558	58673	-	(M3Q_RS01465)	1-1116/1116	===============	0/0	100.00	97.58	VFG037998(gb|WP_000612008)	DegT/DnrJ/EryC1/StrS	family aminotransferase [Capsule (VF0465)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii TYTH-1]	
GCA_008996015.1.fna	BKOU01000005.1	58684	59091	-	(M3Q_RS01460)	1-408/408	===============	0/0	100.00	99.27	VFG037983(gb|WP_000924631)	MaoC	family dehydratase [Capsule (VF0465)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii TYTH-1]	
GCA_008996015.1.fna	BKOU01000005.1	59094	59636	-	(M3Q_RS01455)	1-543/543	===============	0/0	100.00	98.53	VFG037968(gb|WP_000247059)	GNAT	family N-acetyltransferase [Capsule (VF0465)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii TYTH-1]	
GCA_008996015.1.fna	BKOU01000005.1	59636	60034	-	(M3Q_RS01450)	1-399/399	===============	0/0	100.00	98.75	VFG037953(gb|WP_000052392)	FdtA/QdtA	family cupin domain-containing protein [Capsule (VF0465)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii TYTH-1]	
GCA_008996015.1.fna	BKOU01000005.1	60037	60903	-	(rfbA)	7-873/873	===============	0/0	99.31	89.97	VFG037938(gb|WP_000104825)	glucose-1-phosphate	thymidylyltransferase RfbA [Capsule (VF0465)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii TYTH-1]	
GCA_008996015.1.fna	BKOU01000011.1	18259	18968	+	(bfmR)	1-710/717	===============	0/0	99.02	85.78	VFG038223(gb|WP_000076440)	biofilm-controlling	response regulator [BfmRS (VF0463)_Regulation (VFC0301)]~~~[Acinetobacter baumannii BJAB0715]	
GCA_008996015.1.fna	BKOU01000025.1	34825	35890	+	(pilT)	3-1068/1068	========/======	2/2	99.72	83.97	VFG050395(gb|YP_005797773.1)	type	IV pilus twitching motility protein PilT [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii TCDC-AB0715]	
GCA_008996015.1.fna	BKOU01000033.1	14792	15825	-	(ompA)	1-1037/1062	========/======	4/15	96.80	88.11	VFG038174(gb|WP_000777885)	outer	membrane protein OmpA [OmpA (VF0464)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii AB0057]	
GCA_008996015.1.fna	BKOU01000036.1	17611	18513	-	(lpxC)	1-903/903	========/======	2/2	99.89	80.20	VFG037826(gb|WP_000240700)	UDP-3-O-acyl-N-acetylglucosamine	deacetylase [LPS (VF0466)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii BJAB0715]	
GCA_008996015.1.fna	BKOU01000043.1	2	3305	+	(vgrG/tssI)	18-3321/3321	===============	0/0	99.49	83.99	VFG050922(gb|WP_000898328.1)	type	VI secretion system tip protein VgrG [T6SS (VF1337)_Effector delivery system (VFC0086)]~~~[Acinetobacter baumannii BJAB0715]	
GCA_008996015.1.fna	BKOU01000044.1	4683	5066	+	(pilG)	1-384/384	===============	0/0	100.00	82.81	VFG050623(gb|WP_000389061.1)	twitching	motility response regulator PilG [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii AB0057]	
GCA_008996015.1.fna	BKOU01000044.1	5488	6024	+	(pilI)	1-537/537	========/======	2/2	99.81	80.30	VFG050653(gb|WP_000729762.1)	chemotaxis	protein CheW [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii AB0057]	
GCA_008999055.1.fna	BKPY01000004.1	41181	42532	+	(ABBFA_RS17100)	13-1364/1371	===============	0/0	98.61	80.92	VFG037851(gb|WP_000209932)	phosphomannomutase/phosphoglucomutase	[Capsule (VF0465)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii AB307-0294]	
GCA_008999055.1.fna	BKPY01000013.1	33131	33840	-	(bfmR)	1-710/717	===============	0/0	99.02	85.63	VFG038223(gb|WP_000076440)	biofilm-controlling	response regulator [BfmRS (VF0463)_Regulation (VFC0301)]~~~[Acinetobacter baumannii BJAB0715]	
GCA_008999055.1.fna	BKPY01000014.1	1192	4251	-	(vgrG/tssI)	1-3060/3327	==============.	0/0	91.97	82.94	VFG050929(gb|WP_000898324.1)	type	VI secretion system tip protein VgrG [T6SS (VF1337)_Effector delivery system (VFC0086)]~~~[Acinetobacter baumannii MDR-TJ]	
GCA_008999055.1.fna	BKPY01000025.1	14792	15825	-	(ompA)	1-1037/1062	========/======	4/15	96.80	88.02	VFG038174(gb|WP_000777885)	outer	membrane protein OmpA [OmpA (VF0464)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii AB0057]	
GCA_008999055.1.fna	BKPY01000029.1	28562	29627	-	(pilT)	3-1068/1068	========/======	2/2	99.72	83.97	VFG050395(gb|YP_005797773.1)	type	IV pilus twitching motility protein PilT [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii TCDC-AB0715]	
GCA_008999055.1.fna	BKPY01000041.1	21851	22387	-	(pilI)	1-537/537	========/======	2/2	99.81	80.30	VFG050653(gb|WP_000729762.1)	chemotaxis	protein CheW [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii AB0057]	
GCA_008999055.1.fna	BKPY01000041.1	22809	23192	-	(pilG)	1-384/384	===============	0/0	100.00	82.81	VFG050623(gb|WP_000389061.1)	twitching	motility response regulator PilG [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii AB0057]	
GCA_008999855.1.fna	BKQK01000001.1	136666	137375	-	(bfmR)	1-710/717	===============	0/0	99.02	85.07	VFG038223(gb|WP_000076440)	biofilm-controlling	response regulator [BfmRS (VF0463)_Regulation (VFC0301)]~~~[Acinetobacter baumannii BJAB0715]	
GCA_008999855.1.fna	BKQK01000007.1	83018	86077	-	(vgrG/tssI)	1-3060/3327	==============.	0/0	91.97	83.01	VFG050929(gb|WP_000898324.1)	type	VI secretion system tip protein VgrG [T6SS (VF1337)_Effector delivery system (VFC0086)]~~~[Acinetobacter baumannii MDR-TJ]	
GCA_008999855.1.fna	BKQK01000008.1	50650	51516	+	(rfbA)	7-873/873	===============	0/0	99.31	89.85	VFG037938(gb|WP_000104825)	glucose-1-phosphate	thymidylyltransferase RfbA [Capsule (VF0465)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii TYTH-1]	
GCA_008999855.1.fna	BKQK01000008.1	51519	51917	+	(M3Q_RS01450)	1-399/399	===============	0/0	100.00	99.25	VFG037953(gb|WP_000052392)	FdtA/QdtA	family cupin domain-containing protein [Capsule (VF0465)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii TYTH-1]	
GCA_008999855.1.fna	BKQK01000008.1	51917	52459	+	(M3Q_RS01455)	1-543/543	===============	0/0	100.00	98.53	VFG037968(gb|WP_000247059)	GNAT	family N-acetyltransferase [Capsule (VF0465)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii TYTH-1]	
GCA_008999855.1.fna	BKQK01000008.1	52462	52869	+	(M3Q_RS01460)	1-408/408	===============	0/0	100.00	99.27	VFG037983(gb|WP_000924631)	MaoC	family dehydratase [Capsule (VF0465)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii TYTH-1]	
GCA_008999855.1.fna	BKQK01000008.1	52880	53995	+	(M3Q_RS01465)	1-1116/1116	===============	0/0	100.00	97.76	VFG037998(gb|WP_000612008)	DegT/DnrJ/EryC1/StrS	family aminotransferase [Capsule (VF0465)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii TYTH-1]	
